Rand Values,isExperiential,isQuestion,numChars,postID,numPostsByUser,replyNum,numLinks,isTerminating,thisPost,numPostsInThread,wordsPerPara,breaksToWordsRatio,dataSet_isExperiential2,dataSet_isInfoSeeking
57.43722459,no,no,924,31699,2008,52,0,0,This is not a witch hunt at all.  It's all being interpreted incorrectly. I hope Lymenet evolves someday to a place where you don't just need to shut your mouth and be a good Lymie. We all have issues and deserve respect and consideraion in what may be bothering us about treatment  symptoms  etc. <br/>  <br/> I really don't think medical providers spend a lot or any time worrying about how we can't pay bills  support our family  keep our residence  etc.   <br/>  <br/> I'm not badmouthing or attacking anyone personally at all.  I'm stating the cold facts.  Intimate provider details should most definitely be shared via PMs.  However  you're all in support of RateMD and other open tools EXCEPT when it comes to the precious LLMDs because they are given immunity.  It's all about perspective. Be responsible with the information  considerate of people's individual circumstances  and we'd all function better I believe!,61,29,0.026143791,Experimental,Experimental
60.2394654,no,no,216,94116,108,9,0,0,cool  I got my licks in and glad to see we are acting as a group this is VERY GOOD! there is power in numbers I hope for all the kids sake that they do something for them as it is a shame to let this ignorance go on.,11,49,0,Experimental,Experimental
67.2165367,no,no,1141,58494,308,5,0,0,This is the message I sent him on his myspace: <br/>  <br/> Why even use lyme in the title? Or joke about it in the movie? People are suffering and dying from Lyme disease. We are fighting a battle to spread the word and have this disease be taken seriously and here it is being turned into a joke. Shame on you. If you want to see a real film on lyme disease see  under our skin  and lets see how funny you think lyme disease is then.  <br/>  <br/>  Much like the time period and the setting  Lyme disease plays a fairly significant role in certain aspects of the story  but Lymelife isn?t a film about a disease any more than it?s a film about the 70?s or Long Island. The real story is about Scott  his family and the Bragg family and what they?re going through. In that respect  the film has a certain timeless quality that I think will make it relatable to most audiences.  <br/>  <br/>  The difference is Steve that the film isn't called seventieslife  longIslandlife  it is called  lymelife.  You may not realize it  but it is a slap in the face to those of us suffering from Lyme disease. <br/>  <br/> Sincerely  <br/>     Ann Ehlers,64,20,0.04245283,Experimental,Experimental
69.7814014,no,no,525,28110,837,15,4,0,working on ARIZONA.... <br/>  <br/> HR (D-5) HARRY MITCHELL\tP 202 225-2190/ F 202 225-3263\tEMAIL FORM <br/>  <br/> Bad link:  http://mitchell.house.gov/contact/  <br/> Should be:  https://forms.house.gov/mitchell/webforms/issue_subscribe.htm  <br/>  <br/>  <br/> HR (D-8) GABRIELLE GIFFORDS\tP 202 225-2542/ F 202225-0378\tEMAIL FORM <br/>  <br/> Bad link:   http://giffords.house.gov/contact/email/  <br/> Should be:  https://giffordsforms.house.gov/contact/email.shtml  <br/>  <br/>  <br/> Arizona done - the rest are OK.,82,2,0.254545455,Experimental,Experimental
70.23701927,yes,no,743,57243,4288,5,0,0,<br/>  <br/> JKMMC09 - <br/>  <br/>  <br/> Brilliant.  That sounds very possible.  We have so many nerves all through out body and when one system is  pushed  something else sounds the alarm with so much of lyme's effect on the nervous systems. <br/>  <br/>  <br/> Randi  <br/>  <br/> At times  I've kept a polar fleece scarf next to my towel to keep me warm during such shivering episodes.  I find coughing a lot sends my nerves to the moon  too.  (And I'm on on day 16 of a horrible chest cold). <br/>  <br/>  <br/> You might review your nerve support and what might also be stressing that.   And your LLMD might have some suggestions. <br/>  <br/>  <br/> I find regular cat's claw very centering for my nervous system. <br/>  <br/>  <br/> -,7,5,0.133333333,Experimental,Experimental
74.17034117,yes,no,2707,59557,353,0,0,0,read this. <br/> I am on this for 2 days and I feel WAY more herx then ever..but less painful herxing but EVERYwhere  <br/> including my brain. people why waste your time with high priced drugs and super high doses when rox and batrim at easy to deal with dosing kills lyme. quickly. I will bet the supost failures here or wherever are due to co infections.  kill the lyme first  then look for cos.  <br/>  <br/> Roxithromycinin the treatment of Lyme disease--update and perspectives.Gasser R  Wendelin I  Reisinger E  Bergloff J  Feigl B  Schafhalter I  Eber B  Grisold M  Klein W. <br/> Klinische Physiologie  Medizinische Universitatsklinik Graz  Austria. <br/>  <br/> Spirochaetal infections have been successfully treated with penicillin; more recently  erythromycin has been used in cases with known penicillin allergy.  <br/>  <br/> The discovery of the spirochaete Borrelia burgdorferi and the elaboration of a new generation of macrolides with properties that differ from older macrolides have led to new ways of treating spirochaetal disease with these compounds.  <br/>  <br/>  <br/> This paper presents data on the in vitro and in vivo efficacy of a combination of roxithromycin and co-trimoxazole against B. burgdorferi. In vitro (checkerboard technique; B. burgdorferi strain B31; modified BSK II medium) it was found that while roxithromycin showed excellent efficacy against B. burgdorferi (MIC 0.031 mg/l)  co-trimoxazole had no effect.  <br/>  <br/>  <br/> However  the combination of both chemotherapeutics led to a minor synergistic effect  decreasing the MIC for roxithromycin by one dilution step at concentrations of co-trimoxazole from 256 to 8 mg/l. In addition  a clearly reduced growth of microorganisms was seen at concentrations of roxithromycin as low as 0.015 mg/l in combination with 256 to 4 mg/l co-trimoxazole  when compared to the positive controls. Most interestingly  however  the motility of B. burgdorferi was markedly reduced even when the two drugs were combined at very low concentrations.  <br/>  <br/>  <br/> In an in vivo  non-randomised  open  prospective pilot study it was found that of 17 patients with confirmed late Lyme borreliosis (stage II/III)  treated with combined roxithromycin (300 mg b.i.d.) and co-trimoxazole for 5 weeks  13 (76%) recovered completely by the end of treatment  and four continued to have symptoms on follow-up at 6 and 12 months. This success rate is similar to that seen with i.v. penicillin and ceftriaxone. It appears that the reduced motility of B. burgdorferi makes the pathogen more accessible to the immune system. <br/> offshore-pharma.com/cat--Macrolide--Macrolide.html <br/> PMID: 7782115 [PubMed - indexed for MEDLINE,22,18,0.04842615,Experimental,Experimental
74.79798532,yes,no,2707,59735,974,24,1,0,Vitamin B12 is a little bit different from other vitamins. If you don't have a certain substance in your digestive system  you can't absorb vitamin B12! <br/>  <br/> Your stomach produces a substance called intrinsic factor. This substance has to be in the intestinal tract in pretty large amounts for your body to be able to absorb vitamin B12. If you don't have  intrinsic factor in your digestive tract   you'll eventually develop a vitamin B12 deficiency called pernicious anemia. <br/>  <br/> Liver is probably the number one source for vitamin B12 -- but any and all animal foods contain this vitamin.  <br/>  <br/> In fact  people who don't eat meat or animal products (like vegetarians and vegans) are some of the folks at highest risk for pernicious anemia.  <br/>  <br/> But just because you eat meat doesn't mean you're safe from a vitamin B12 deficiency;  some people are just born without the intrinsic factor in their digestive systems . Just because you ingest the vitamin doesn't mean you'll be able to absorb and use it. <br/>  Maybe me? or lost the ability?  <br/>  <br/> So what does vitamin B12 do for you? This is a vitamin that is useful in fighting all kinds of diseases at all stages of life. <br/>  <br/> Children with  asthma may benefit from vitamin B12 therapy.  Studies show that daily oral supplements or weekly injections can reduce the frequency episodes of breathing difficulty. <br/>  <br/>  <br/>  Vitamin B12 helps your body produce melatonin  -- the hormone that helps you get a good night's sleep. <br/>  Expains my sleeping better  <br/>  <br/>  <br/> Vitamin B12 can help  increase sperm counts  in some men. look out honey haha  <br/>  <br/>  <br/> People with tinnitus  (ringing in the ears)  are often deficient in vitamin B12. Adding a supplement can help diminish the sensation of ringing.  <br/>  <br/>  <br/> In laboratory tests   vitamin B12 reduces the replication of HIV (wonder if it inhibits Bb? . AIDS patients often are low in vitamin B12. Is there a connection? Studies are underway. <br/>  <br/>  <br/> Older adults with declining mental function -- even the start of  Alzheimer's disease -- find that vitamin B12 can help improve mental clarity. My mind deffinatley cleared some  <br/>  <br/>  <br/> In older adults  vitamin B12 can help work with the brain to produce serotonin -- a neurotransmitter that helps maintain a  calm feeling of well-being. Iam deffinatley calmer and happier??  <br/>  <br/> From <br/>   <br/>  Intrinsic Factor Link  <br/>  <br/> Iam sooooooooooooooooooooooooo!!!!!!! <br/> Freakin excited that this made such a difference now to figure out if Iam lacking the ability to produce intrinsic factor or am I just really low??,123,10,0.087640449,Experimental,Experimental
75.34955187,yes,no,529,17069,85,3,0,1,I have been treated for almost a year for Babesia. I am not currently on anything for it though.  <br/>  <br/> I asked my doctor and he has no idea what is going on. He told me to take alpha lipoic acic twice a day but it isn't doing anything.  <br/>  <br/> I don't feel it as much when I am walking around but once I sit it becomes almost unbearable.  <br/>  <br/> Not sure why all of the sudden this would happen. I think something else is causing it not Lyme and co's. I see the doctor in a couple weeks so will find out more.,4,14,0.056074766,Experimental,Experimental
75.51348645,yes,no,120,15537,647,51,0,0,I do ear insufflation.  Have a sauna as well  but it takes a lot more time so I generally just do the ozone in the ears.,116,26,0,Experimental,Experimental
77.57089205,no,no,428,125355,2438,0,0,0,Dear Lymetoo  <br/>  <br/> You were my first contact here at Lymenet.      <br/>  <br/> You helped me find my LLMD.  <br/>  <br/> You helped save my life. <br/>  <br/> I am so thankful for your presence here and invaluable information and support. <br/>  <br/> It is with great pleasure that I say Happy Birthday Ms. Lymetoo!      <br/>  <br/> Have the greatest of days! <br/>  <br/> Hugs  <br/>  <br/>       <br/>  <br/> Geneal,46,2,0.253521127,Experimental,Experimental
87.54512299,yes,no,1105,21244,35,12,0,0,I have been keeping my own notes and labs  and charting my symptoms for when I find a Dr. <br/>  <br/>  Keiser is practically paperless all labs come to me in emails. <br/>  <br/> Keebler  at this point it doesn't matter if the salt makes me sick  most of my symptoms are a drunken fog that keeps me in the bed 90% of the time I am nothing without a functional brain. <br/>  <br/> If no treatment will clear the fog then whats the use. <br/>  <br/> I work for a community message board as the advertising manager  I produce online videos  I cover community activities for our local on site news  I am active in my community. <br/>  <br/> I was vibrant  active  fun  creative  and very young for my age. <br/>  <br/> I learn and embrace new internet technology everyday. <br/>  <br/> The site I work for is one of the largest longest lived and most active hyper local social networks in the country. <br/>  <br/> Now I can hardly type  read  remember where I put my clip board  I hate when people ask how I am doing. <br/>  <br/> The point is the salt can not do any more damage to me than the disease has.,32,10,0.086124402,Experimental,Experimental
88.59987075,no,no,30,2860,77,4,0,0,Wish I had the money for this.,13,7,0,Experimental,Experimental
90.92606485,no,no,247,68485,260,1,0,0,I don't take it  but have heard of it  and I know it contains 45% alcohol  more than vodka.  So that would be my concern  depending on how much was prescribed.  I know Lyme patients are supposed to avoid alcohol.  I don't know if a little is okay.,18,48,0,Experimental,Experimental
102.4094656,yes,no,72,25605,5593,3,0,0,I used to take Nystatin and Diflucan together all the time. No problems.,5,13,0,Experimental,Experimental
102.8874814,yes,no,268,135355,425,2,0,0,This year I put 4 bags of bug granules with Sevin in it on the lawn. I didn't see one tick (have a large yard) and the mosquito population was almost nothing! <br/>  <br/> I don't have the option of a professional coming out where I live  but I would do it if I could!,11,17,0.036363636,Experimental,Experimental
106.7029947,no,no,96,57145,4288,3,0,1,- <br/>  <br/> Corvalen (d-Ribose) may be of some help.   Ask your doctor. <br/>  <br/>  <br/> -,4,2,0.294117647,Experimental,Experimental
107.7775039,yes,no,96,41322,54,10,0,1,lymesc  <br/>   as we discussed via pms  the joint popping- I have that same thing!! <br/> Trace,11,5,0.117647059,Experimental,Experimental
126.0275909,yes,no,921,97042,281,2,0,0,Sorry Randi. <br/>  <br/> The whole time I was on flagyl I felt toxic and very very black.  The depression was unrelenting.  I ended up having to take off a few days  if not a week  at intervals of every few weeks  maybe three or so.  Then I would go back on  and within a few days it would be awful again. <br/>  <br/> On the bright side  however  in the end I think flagyl combined with zith was responsible for clearing most of my early neuro-brain symptoms. But it was also the beginning of my gut woes.  So  as I'm sure you know  be extra vigilant about your gut while on it.  Looking back  I think I would have done better pulsing it on 1-2 week per month or per every-six-weeks schedule.  It was too intense to stay on steadily. <br/>  <br/> But each time I stopped  it was like someone opened the curtains and light came back into my life.  The depression  for me  lifted pretty quickly.   <br/>  <br/> Good luck.,11,18,0.046242775,Experimental,Experimental
131.8628622,no,no,412,28334,647,12,0,0,I'm not aware of a Dr. B DVD.  My point was that I think Dr. K releases a lot of his information for free.  Just as Dr. B does.  No one can expect DVDs and CDs to be for free - from either of them. <br/>  <br/> As for cost of treatment  many of the options that Dr. K talks about are quite inexpensive.  Turning off your circuit breaker at night for example is free.  Implement what you can.  No one does it all.,15,27,0.023809524,Experimental,Experimental
140.1492293,no,no,66,69923,203,85,1,0, http://www.youtube.com/watch?v=7cwH4DiLIAI  <br/>  <br/> My Boys.,89,1,0.4,Experimental,Experimental
141.3024599,yes,no,660,27901,859,20,0,0,diturbedme: <br/>  <br/> I deal with this on a constant basis. <br/>  <br/> Zoning out to my sons cartoons losing my wallet  not knowing where I am for a minute etc... <br/>  <br/> I feel that I need a tracking device for all my things!      <br/>  <br/> I think I would lose my head if it wasn't attached. <br/>  <br/> My wife looks at me my like I have ten heads everyday. <br/>  <br/> She will tell me something important about someone  then later that night I will ask her   so whats going on with so and so...  she laughs.. <br/>  <br/> It scary and funny at the same time  but like I said its an everyday thing and it is progressively getting worse...   ,26,7,0.112903226,Experimental,Experimental
142.1341038,no,no,248,138168,668,12,0,0,Definetely get a lawyer. <br/>  <br/> there is no way I would have been able to keep tract of all the paperwork and file things in a timely fashion myself. <br/>  <br/> If there is a local lyme support group I would ask to see who people reccomend.,16,8,0.083333333,Experimental,Experimental
147.2925015,no,no,219,70192,1392,106,0,0, Thought for the day.......   Love the moment. Flowers grow out of dark moments. Therefore  each moment is vital. It affects the whole. Life is a succession of such moments and to live each  is to succeed.  Corita Kent ,1470,38,0,Experimental,Experimental
148.6248533,yes,no,381,134471,1485,0,0,0,I have been feeling particularly poor today. It  <br/>  <br/> is not very often that I feel sorry for myself   <br/>  <br/> but today I did  I cried and cried feeling so  <br/>  <br/> alone. <br/>  <br/> Worst of all  my partner didn't spend a minute with me  no hug  no it will get better  nothing. All I need is a little comfort and I can't find it anywhere. <br/>  <br/> boo-hoo,10,5,0.138888889,Experimental,Experimental
150.934035,no,no,524,20386,558,65,0,0,Seekhelp  many doctors and practitioners seem to have tunnel vision and seem to be stuck in a groove.    My statement had nothing to do with what you said or didn't say.  <br/>  <br/> This test involves  more than merely food allergies.  It takes some effort to translate some of the info on the website  if the English part is not sufficient.  Even some people with MS and asthma can get relief.  The list of symptoms is long.  If you click on  Checkliste  on their website  you get a better idea.   <br/>  <br/> Take care.,80,18,0.042553191,Experimental,Experimental
164.788309,yes,no,714,123262,2563,1,0,0,I had an infection disease doc that trains the interns from UCSF tell me the same thing in CA. <br/>  <br/> He had no solutions to how to help me regain my health. He said he could only offer me sympathy. <br/>  <br/> This was after I had the bull's eye rash  all but one symptom on the lyme check off list  and clinical dx by a lyme specialist and a postive western blot by Igenex. <br/>  <br/> I had brought in resources to show him what I had learned about lyme  but he said he could match every report or documentation I had with an opposite report or documentation. <br/>  <br/> Two camps when it comes to lyme disease. Bottom line is how to we regain our health and to keep the focus on regaining our health.,5,14,0.057971014,Experimental,Experimental
164.8390868,no,no,662,87912,216,3,0,0,Geneal  <br/>  <br/> thank you for that response  i am sure that there are a few of us that needed to hear this today (I certainly did) .... beautiful writing <br/>  <br/> Erika  <br/>  <br/> living w/ lyme is like living on a tightrope 24/7 <br/>  <br/> none of us are pros  no one has the answer <br/>  <br/> sometimes we feel that our steps are sure and steady <br/>  <br/> sometimes the wind blows and finding our balance takes extrodinary strength <br/>  <br/> we all have this strength <br/>  <br/> that does not make it easy <br/>  <br/> i hope that you can stay the course  and find your strength to get you through this tough time <br/>  <br/> take care,21,4,0.163934426,Experimental,Experimental
165.4572211,yes,no,845,18062,295,16,0,0,   quote:   Originally posted by HollyS: <br/>    <br/> My baby  who is 6 months old today  had a lot of food allergies/sensitivities   <br/> lots of mucus in her poo and has vomited several times over the last few weeks. <br/>      My first child was breastfed exclusively until he was six months old. <br/> At that point I began to introduce solids. <br/>  <br/> He developed excema. <br/>  <br/> When my second child was six months old  I again began to give him solids. <br/> He developed excema. <br/>  <br/> I stopped the solids  and returned to breastmilk. <br/> The excema went away! <br/>  <br/> I did try solids again after he was seven months old  and he didn't have the skin problems. <br/>  <br/> Carol <br/>  <br/> p.s. Be sure to read to your baby every day! <br/> Babies can't talk yet  but they can understand. <br/>  <br/>     ,29,5,0.149659864,Experimental,Experimental
172.680747,yes,no,813,22891,742,47,0,0,I'm sure there is a very good reason for all the washing and heating.  The owner seems to be very knowledgeable about his product. You could call him and ask  but he's out collecting venom for the month.    <br/>  <br/> I have to admit  I don't do the washing and heating.  I just apply the ointment and go about my business.  Sometimes if something is going to take a production  I just won't do it at all.   <br/>  <br/> Yes  let us know how it goes! <br/>  <br/> As for me  over the last week of using bee venom on my neck and lower back  I noticed the tightness in my jaw reduced.  I hadn't realized the TMJ tension was back  until it started easing up.   <br/>  <br/> Can't explain this  though  and it could be from something else.  (I'm also taking biotox elim - teasel root  and getting a lot more sleep.),55,16,0.052287582,Experimental,Experimental
174.9052436,yes,no,561,42997,234,12,0,0,Yes  Tracy and asummers  I have experienced the  stuffy ear  and  hear your pulse  things when ill.  It could also be congestion or inflammation  so you might want to rule those out.  Have a doctor take a look in there. <br/>  <br/> Tinnitus is often connected with hearing loss  so please take it as a warning sign.  Sometimes it is temporary and goes away as you get better.  My tinnitus diminished quite a bit as I got better (used to sound like spring peepers  at times!)  but my hearing loss seems to be permanent (mild-moderate loss). <br/>  <br/> -- Shaz,20,19,0.04,Experimental,Experimental
180.7827364,yes,no,164,16723,144,3,0,0,I have an appt for an MRI on thursday  not only to check for lesions but if ya got neuro problems why wouldn't ya wanna rule out anything else in your head as well.,23,34,0,Experimental,Experimental
190.1436394,no,no,87,36455,419,7,0,0,Do ticks serve any useful purpose in the ecosystem? One animal I'd like to see extinct!,14,16,0,Experimental,Experimental
194.2336637,yes,no,655,126531,530,7,0,0,I have Blue Cross Blue Shield ..   <br/> It is the 35 co pay for mepron any amount per month and then I am on Ketek and it is 65 dollars though.. I am sure that seems backwards .. I wish i could make sense of insuarance. <br/> I also have medicare but no prescription plan and I use BCBS for all my scripts and ironically my doc does not take medicare so i do not use medicare much except for some tests and for my pain managerment doc and as well ... anything medicare denies BCBS will pick up 100 percent.. Costs me buit it works and I Plan on getting well and I know I will not get insurance if i do not keep holding onto the Blue Cross Blue Shield...>,10,43,0.015037594,Experimental,Experimental
210.195815,yes,no,696,61241,382,22,0,0,Ha  ha - AIYH?? love it.  Yeah right.  Your replies all are wonderful and reassuring.  <br/>  <br/> Terry  no  my doc refused (woops -  declined ) to order the tilt table test  deferring to the cardio.  All this stress of seeing docs  labs  I've had to cancel the cardiologist once already... <br/>  <br/> Actually I'm having one of my dysautonomic episodes right now - maybe the cardio might help more...not banking on it.   <br/>  <br/> I think we need to start a  heart club  here..no kidding  the pain/fatigue/hypoglycemia/crap is one thing  heart stuff a whole different animal.   <br/>  <br/> Thx everyone for your support  I don't know what I'd do without your guidance & reassurance!     ,41,11,0.069565217,Experimental,Experimental
214.3574937,yes,no,832,15033,144,0,0,0,Still on 250mg x2 a day  I ramp up to 500 in 2 weeks per my LLMD.  It has only been two weeks  I take the abx and a quality probiotic both on an empty stomach...the empty stomach and probiotic thing were both recommended by my LLMD. <br/>  <br/> All I gotta say is  there is a light at the end of this tunnel  hang in there people.  Good  random abilities and feelings have been trickling back to me here and there that I forgot about  and as a whole I am certain things are much more manageable than before the Biaxin. <br/>  <br/> Good stuff for lyme A+  no side effects except some insomnia and diarrhea (aren't we used to all that anyways by now?) <br/>  <br/> Get a good probiotic guys  it makes a huge difference whether this stuff works or not for you. <br/>  <br/> Will report a month into 1000mg/day see where that puts me.,9,16,0.050314465,Experimental,Experimental
216.025576,yes,no,463,24388,2438,8,0,0,I had pancreatitis twice.   <br/>  <br/> Not on antibiotics at all when these episodes occur. <br/>  <br/> No stones in the gall bladder doesn't mean that it <br/>  <br/> Is necessarily working well.  May want to pursue that avenue first. <br/>  <br/> After having my gall bladder removed due to stones back in '99 <br/>  <br/> I took doxy for months on end without any pancreatitis attacks. <br/>  <br/> Just my experience. <br/>  <br/> Hugs  <br/>  <br/> Geneal,11,3,0.205128205,Experimental,Experimental
